disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1394,,,,,1414196.5,35419.81,1376975.39,2020-07-21T00:00:00.000Z,,136586,05861fcb67f9c560750fe54ec0695aaa,2020-07-21T11:55:26.511Z,5aa2d583cb4f0f7020b17f1a
1406,,,,,6233212.7,785167.68,5406707.43,2020-07-21T00:00:00.000Z,,1149793,62266f811bf13f389df84786dce62cb9,2020-07-21T11:55:26.530Z,5aa2d583cb4f0f7020b17f39
1276,,,,,5242416.68,546984.2,4587872.59,2020-07-21T00:00:00.000Z,,1158596,489927aec885d2c074453d75efc93855,2020-07-21T11:55:26.066Z,5aa2d583cb4f0f7020b17f1f
1431,,,,,1143690.22,71012.95,965171.71,2020-07-21T00:00:00.000Z,,157886,c332b83bbc2ffa8b9523d1282d500ca3,2020-07-21T11:55:26.594Z,5aa2d583cb4f0f7020b17f3e
1301,,,,,1968329.67,18254.17,1953360.86,2020-07-21T00:00:00.000Z,,7803,f8f90fd973d279735f52fae3f4ad2230,2020-07-21T11:55:26.152Z,5aa2d583cb4f0f7020b17f24
1326,,,,,2191132.01,26462.73,2159308.27,2020-07-21T00:00:00.000Z,,333150,31b9c1ad33e635a28f620b1f224f0e2c,2020-07-21T11:55:26.303Z,5aa2d583cb4f0f7020b17f29
1264,,,,,3033110.28,882780.99,2135164.26,2020-07-21T00:00:00.000Z,,915473,7248b853d46213457320367910353b86,2020-07-21T11:55:26.052Z,5aa2d583cb4f0f7020b17f00
1410,,,,,15255670.18,8294263.24,6945591.61,2020-07-21T00:00:00.000Z,,3846550,711996e33bf2f7a0f5b868e72ca037eb,2020-07-21T11:55:26.525Z,5aa2d583cb4f0f7020b17eea
1289,,,,,785818.09,84066.71,685083.81,2020-07-21T00:00:00.000Z,,305977,4a0c03ab2c573ce8a4350a526f6f2bba,2020-07-21T11:55:26.092Z,5aa2d583cb4f0f7020b17f05
1435,,,,,6487026.47,6507378.72,0,2020-07-21T00:00:00.000Z,,4023296,7fe6c38bf4410d3cb27e18bc9d5c24aa,2020-07-21T11:55:26.613Z,5aa2d583cb4f0f7020b17eef
1314,,,,,2605294.29,1170005.58,1430613.75,2020-07-21T00:00:00.000Z,,405517,7dad4c2ab7fc01252cfe38867b5f4252,2020-07-21T11:55:26.188Z,5aa2d583cb4f0f7020b17f0a
1393,,,,,22990447.07,9766980.43,12715981.97,2020-07-21T00:00:00.000Z,,1575675,f2d4194be18d0a5486892ef43788fe2a,2020-07-21T11:55:26.509Z,5aa2d583cb4f0f7020b17ef4
1339,,,,,,,,,,896815,b8d4a085b13782a1f2b1cc29a92e4463,2020-06-02T13:22:16.477Z,5aa2d583cb4f0f7020b17f0f
1418,,,,,4620806.54,556297.96,4110565.71,2020-07-21T00:00:00.000Z,,888018,d70c4c5000806e6f5f26bb9eae5cbc61,2020-07-21T11:55:26.579Z,5aa2d583cb4f0f7020b17ef9
1364,,,,,,,,,,1615134,c0c1524267894bf0fef618d02396dd1b,2020-06-02T13:22:16.558Z,5aa2d583cb4f0f7020b17f14
1254,,,,,6640272.08,576432.34,6063839.74,2020-07-21T00:00:00.000Z,,750065,4a92019dcc7adc8f911f27851dad182e,2020-07-21T11:55:48.144Z,5aa2d583cb4f0f7020b17efe
1389,,,,,708827.27,276994.7,460813.63,2020-07-21T00:00:00.000Z,,255255,60baeae2cf36900e7bf66b0b1fa3462d,2020-07-21T11:55:26.506Z,5aa2d583cb4f0f7020b17f19
1279,,,,,48334834.63,3905669.96,43752362,2020-07-21T00:00:00.000Z,,11742244,1244d4024b348846487541e5b231cb5c,2020-07-21T11:55:26.075Z,5aa2d583cb4f0f7020b17f03
1271,,,,,1868757.98,1691960.54,176797.44,2020-07-21T00:00:00.000Z,,495343,2d04e672bc356f084b209dff8b4685b5,2020-07-21T11:55:26.054Z,5aa2d583cb4f0f7020b17f1e
1304,,,,,,,,,,10446,0970debb5c40df654334dca0890e3663,2020-06-02T13:22:16.353Z,5aa2d583cb4f0f7020b17f08
1296,,,,,41182922.07,10759369.68,29436671.56,2020-07-21T00:00:00.000Z,,4413443,aeed046bbc7e74689fea71ed5e057428,2020-07-21T11:55:26.145Z,5aa2d583cb4f0f7020b17f23
1329,,,,,5652343.85,1460174.48,4205941.58,2020-07-21T00:00:00.000Z,,1557307,f5049be01a2be14e04fe9a19986a1412,2020-07-21T11:55:26.343Z,5aa2d583cb4f0f7020b17f0d
1321,,,,,,,,,,316618,d35eafad4c483b8c3c550e631aee888a,2020-06-02T13:22:16.375Z,5aa2d583cb4f0f7020b17f28
1346,,,,,,,,,,25581719,405347c4118c92ef227e0afedf061015,2020-06-02T13:22:16.512Z,5aa2d583cb4f0f7020b17f2d
1354,,,,,185489007.3,152443939.55,33092101.88,2020-07-21T00:00:00.000Z,,28495935,0acd647c260263e2d35baa95c9686086,2020-07-21T11:55:26.372Z,5aa2d583cb4f0f7020b17f12
1371,,,,,1160382.95,164540.76,988792.94,2020-07-21T00:00:00.000Z,,208923,c3e24d30e6178b1fde4a333a8690e71f,2020-07-21T11:55:26.391Z,5aa2d583cb4f0f7020b17f32
1396,,,,,4853317.12,681327.02,3553040.63,2020-07-21T00:00:00.000Z,,93818,4aec841b33792d6f1737c30208afef59,2020-07-21T11:55:26.514Z,5aa2d583cb4f0f7020b17f37
1415,,,,,,,,,,573827,13be7ad1be589fb8af5d9984e054bdda,2020-06-02T13:22:16.793Z,5aa2d583cb4f0f7020b17eeb
1421,,,,,,,,,,55096,43da1a92033738daf8abc68c32f86969,2020-06-02T13:22:16.800Z,5aa2d583cb4f0f7020b17f3c
1373,,,,,2982075.51,45727.81,2934671.07,2020-07-21T00:00:00.000Z,,415221,5ba707b9dd1c66b6bf885f142ccb1d80,2020-07-21T11:55:26.454Z,5aa2d583cb4f0f7020b17ef0
1419,,,,,26435703.2,3849174.16,22397523.78,2020-07-21T00:00:00.000Z,,5840208,a26e279ed2e9af91e66665d875d0e7cf,2020-07-21T11:55:26.580Z,5aa2d583cb4f0f7020b17f41
1398,,,,,5456042.93,402109.28,5117212.83,2020-07-21T00:00:00.000Z,,804721,1250187f8bba39aca2f8f7765b5adcc1,2020-07-21T11:55:26.520Z,5aa2d583cb4f0f7020b17ef5
1432,,,,,2158899.02,981932.61,1165648.92,2020-07-21T00:00:00.000Z,,662196,b8c8e6317a2f6d4d86584041d13a3adf,2020-07-21T11:55:26.595Z,5aa2d583cb4f0f7020b17f46
1423,,,,,3266024.79,337529.94,2783374.44,2020-07-21T00:00:00.000Z,,316082,28f60967d12e12df6e00c224ecfe4278,2020-07-21T11:55:26.587Z,5aa2d583cb4f0f7020b17efa
1259,,,,,3099238.12,2656536.59,442701.53,2020-07-21T00:00:00.000Z,,1129100,f440218b0174675f61338a9b36a8d85c,2020-07-21T11:55:48.123Z,5aa2d583cb4f0f7020b17eff
1284,,,,,4064691.72,950005.26,3086906.66,2020-07-21T00:00:00.000Z,,641581,71410f2e3ee5d016fedda7f758ed4c7e,2020-07-21T11:55:26.091Z,5aa2d583cb4f0f7020b17f04
1429,,,,,3547202.78,394971.87,3138024.77,2020-07-21T00:00:00.000Z,,513181,5870cf15ff56920f616cd4e11e96e882,2020-07-21T11:55:26.592Z,5aa2d583cb4f0f7020b17f43
1309,,,,,4844695.58,1257343.05,1891051.87,2020-07-21T00:00:00.000Z,,1847365,0ba46b57dcdcf4f1edaaf2029e05e7e0,2020-07-21T11:55:26.170Z,5aa2d583cb4f0f7020b17f09
1379,,,,,433651817,101320637.9,329884828.43,2020-07-21T00:00:00.000Z,,201035427,3c2dc340081d0b8988c3ace72f158839,2020-07-21T11:55:26.465Z,5aa2d583cb4f0f7020b17f17
1334,,,,,39700101.17,3878032.57,35024447.18,2020-07-21T00:00:00.000Z,,9520801,356777dddd2fa6838f3b64d3542d20dd,2020-07-21T11:55:26.337Z,5aa2d583cb4f0f7020b17f0e
1404,,,,,5913137.1,752305.98,5103846.86,2020-07-21T00:00:00.000Z,,338652,a19548797dfb49fcfe923603376c2eca,2020-07-21T11:55:26.527Z,5aa2d583cb4f0f7020b17f1c
1359,,,,,,,,,,273677,42fdda10e7330247b00902794cbedfa6,2020-06-02T13:22:16.547Z,5aa2d583cb4f0f7020b17f13
1286,,,,,2083481.55,147935.45,1935546.1,2020-07-21T00:00:00.000Z,,621569,fc3859ba2028946025ad0e9452ed7597,2020-07-21T11:55:26.086Z,5aa2d583cb4f0f7020b17f21
1384,,,,,6425209.53,2629470,3613225.53,2020-07-21T00:00:00.000Z,,1051510,ec3c02b04705326aabce33d685bf2a80,2020-07-21T11:55:26.472Z,5aa2d583cb4f0f7020b17f18
1311,,,,,36909135.59,26066940.79,10849669.36,2020-07-21T00:00:00.000Z,,5289650,68e34d311e8211ea9381d8ba9c8c53f3,2020-07-21T11:55:26.175Z,5aa2d583cb4f0f7020b17f26
1409,,,,,4284113.3,3010762.41,1240215.47,2020-07-21T00:00:00.000Z,,849287,c77a42a965fdc0c6b884850bdaa93a1d,2020-07-21T11:55:26.531Z,5aa2d583cb4f0f7020b17f1d
1336,,,,,2474138.67,11080.45,2431124.77,2020-07-21T00:00:00.000Z,,304005,58f3d0df83fdd6ed77c60737b0a9eac6,2020-07-21T11:55:26.342Z,5aa2d583cb4f0f7020b17f2b
1291,,,,,,,,,,381636,d9b3d72d4308b24c8a197de6320be761,2020-06-02T13:22:16.329Z,5aa2d583cb4f0f7020b17f22
1361,,,,,66734226.22,7138998.7,54761534.37,2020-07-21T00:00:00.000Z,,18838111,970e1af8b31c167d50a140be80991144,2020-07-21T11:55:26.383Z,5aa2d583cb4f0f7020b17f30
1316,,,,,10798817.35,6382892.52,4291133.67,2020-07-21T00:00:00.000Z,,1583458,ba9185441518bffcab8575de21b48d50,2020-07-21T11:55:26.193Z,5aa2d583cb4f0f7020b17f27
1386,,,,,7390259.93,837090.99,6533634.13,2020-07-21T00:00:00.000Z,,1663497,de5e04d1a26385abe443154bfd5572e1,2020-07-21T11:55:26.502Z,5aa2d583cb4f0f7020b17f35
1341,,,,,,,,,,13056,fca288deba0532709e2d29150040b525,2020-06-02T13:22:16.497Z,5aa2d583cb4f0f7020b17f2c
1411,,,,,6678555.87,2655782.18,4010838.23,2020-07-21T00:00:00.000Z,,1225737,7a108cd633e90beaf3dab9fe479f7e1a,2020-07-21T11:55:26.532Z,5aa2d583cb4f0f7020b17f3a
1366,,,,,2697313.17,912342.82,1767548.6,2020-07-21T00:00:00.000Z,,442317,3e08e002308e30f3dd191f59336f4cca,2020-07-21T11:55:26.385Z,5aa2d583cb4f0f7020b17f31
1436,,,,,6719649.01,999661.03,5784955.93,2020-07-21T00:00:00.000Z,,1685487,a7a0e8dd81e08d76f86108bb4358032f,2020-07-21T11:55:26.614Z,5aa2d583cb4f0f7020b17f3f
1391,,,,,4732560097.4,2090168740.98,240887893.45,2020-07-21T00:00:00.000Z,,264635280,de9d15957f8d7fbd652f7f27cb743976,2020-07-21T11:55:26.510Z,5aa2d583cb4f0f7020b17f36
1416,,,,,15595158.21,3410971.44,12179540.99,2020-07-21T00:00:00.000Z,,2119922,c83acc4b2b37e19c0f41a0cec5a9d532,2020-07-21T11:55:26.537Z,5aa2d583cb4f0f7020b17f3b
1434,,,,,,,,,,1396381,35731ee15a6f4cbc4b448ff80f5aa7c4,2020-06-02T13:22:16.820Z,5aa2d583cb4f0f7020b17f44
1414,,,,,8191992.39,1466923.96,6665537.25,2020-07-21T00:00:00.000Z,,2027706,bb75174c223172dbf596c04119b29b80,2020-07-21T11:55:26.536Z,5aa2d583cb4f0f7020b17f40
1439,19827,57974742.1,31700420.63,26274321.47,,,,,2020-07-21T00:00:00.000Z,7154189,19c399d2e8512f62eb8f5574d3a8d31b,2020-07-21T11:55:48.396Z,5aa2d583cb4f0f7020b17f45
1351,,,,,682634.87,4604.47,686029.24,2020-07-21T00:00:00.000Z,,98588,edebe6d5e201fd4ccb68c1a664614607,2020-07-21T11:55:26.365Z,5aa2d583cb4f0f7020b17f2e
1376,,,,,23460073.66,4220258.24,18158271.52,2020-07-21T00:00:00.000Z,,3517976,ccc74a4018e514e2c88ac9a53577abb0,2020-07-21T11:55:26.457Z,5aa2d583cb4f0f7020b17f33
1401,,,,,109054038.02,24594047.06,83957589.48,2020-07-21T00:00:00.000Z,,19414568,7d29479816ded192d98b578e73e05166,2020-07-21T11:55:26.518Z,5aa2d583cb4f0f7020b17f38
1426,,,,,12698713.54,5084794.82,6625816.2,2020-07-21T00:00:00.000Z,,7923456,c454e686c67fcae5017c6a61da6e09da,2020-07-21T11:55:26.588Z,5aa2d583cb4f0f7020b17f3d
1424,,,,,1428869.09,98133.91,1289354.48,2020-07-21T00:00:00.000Z,,218396,f0abf42b86e3cfd39b773c1fd7a71045,2020-07-21T11:55:26.584Z,5aa2d583cb4f0f7020b17f42
1437,,,,,71737126.44,38966068.43,32755054.37,2020-07-21T00:00:00.000Z,,19929023,c2e46034ee2b572bc42a2a7c3c153740,2020-07-21T11:55:26.620Z,5aa2d583cb4f0f7020b17f47
1443,555,2028548.78,640454.36,1388094.42,20182808.77,1810120.86,18509601.88,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1685619,740c1e7ac625d3ac71e7d618081f2241,2020-07-21T11:55:48.404Z,5aa2d583cb4f0f7020b17f4b
1465,935,2305722.55,1229822.49,1075900.06,4366087.01,2280285.57,1914677.82,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,793525,3038e13eb85abbd5c180df5087e2129a,2020-07-21T11:55:48.431Z,5aa2d583cb4f0f7020b17f50
1450,,,,,9586323.53,2695557.88,6896190.82,2020-07-21T00:00:00.000Z,,1255425,e35d7c463ae3d5dcffb1829ac1c2ed95,2020-07-21T11:55:26.637Z,5aa2d583cb4f0f7020b17f4a
1460,6659,14538920.62,3835447.42,10703473.2,,,,,2020-07-21T00:00:00.000Z,423565,bfde73eaa932428f794cda064c31a84e,2020-07-21T11:55:48.419Z,5aa2d583cb4f0f7020b17f4f
1485,1155,2965355.19,2462966.1,502389.09,28586080.4,1355369.03,27283122.91,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,2110767,ede6efc5b31613706dc073df065f96cd,2020-07-21T11:55:48.452Z,5aa2d583cb4f0f7020b17f54
1441,412,1880461.2,741924.97,1138536.23,3202892.95,1353453.47,1716011.76,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,599700,4f234e8859bdfa944d740eb4f89606d1,2020-07-21T11:55:48.397Z,5aa2d583cb4f0f7020b17f48
1453,1559,2609145.45,1614171.25,994974.2,31856038.61,13005035.17,18927692.15,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,2108337,f371eaf61beecbb75826bcabfc9d4b87,2020-07-21T11:55:48.421Z,5aa2d583cb4f0f7020b17f4d
1475,2558,6621705.06,4682638.07,1939066.99,8904595.58,484092.83,8367825.54,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,781278,531214beac94bc5e5a18649e6c5751e3,2020-07-21T11:55:48.437Z,5aa2d583cb4f0f7020b17f52
1454,3451,9369739.03,6856715.41,2513023.62,36424884.27,17183377.43,19144277.15,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,2388516,5a6d8930fc3da9776f375b3882192755,2020-07-21T11:55:48.423Z,5aa2d583cb4f0f7020b17f57
1479,8552,20213296.06,11924830.34,8288465.72,17889243.31,4631163.81,13121953.46,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1577925,084dd2e22430d10f8cffe09f024d079a,2020-07-21T11:55:48.444Z,5aa2d583cb4f0f7020b17f5c
1451,,,,,3939783.19,2348210.19,1556086.46,2020-07-21T00:00:00.000Z,,560847,11493ddcef124914b6f83929f0855c04,2020-07-21T11:55:26.638Z,5aa2d583cb4f0f7020b17f61
1476,4409,13386838.38,9783608.01,3603230.37,6936604.6,2782537.86,4200530.19,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1493653,6dd600f226ee3bd50e9653178a70f1da,2020-07-21T11:55:48.438Z,5aa2d583cb4f0f7020b17f66
1444,127,579893.02,297240.48,282652.54,,,,,2020-07-21T00:00:00.000Z,140456,966639c11b0a5d5831585f785c26efcf,2020-07-21T11:55:48.406Z,5aa2d583cb4f0f7020b17f55
1469,449,1644357.98,787056.7,857301.28,,,,,2020-07-21T00:00:00.000Z,92411,abfba22c2ff7d3792a71e475b7d85e36,2020-07-21T11:55:48.435Z,5aa2d583cb4f0f7020b17f5a
1440,272,470371.72,376188.66,94183.06,18277293.72,1008608.59,17179138.74,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,2252775,b2abe92413c8c8ffec4eb41bd01da1e6,2020-07-21T11:55:48.403Z,5aa2d583cb4f0f7020b17f5f
1466,23660,50014084.62,22764616.08,27249468.54,12587894.04,1980409.16,10416249.31,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,3112794,c30affcce88158cde7960dc785a869ce,2020-07-21T11:55:48.432Z,5aa2d583cb4f0f7020b17f64
1464,5956,22160601.08,9065299.34,13095301.74,38797058.53,16607328.23,21975368.26,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,4630711,740083fbc2a69bed9c4c3f81198fc06c,2020-07-21T11:55:48.428Z,5aa2d583cb4f0f7020b17f59
1489,,,,,973986.52,58721.15,933375.05,2020-07-21T00:00:00.000Z,,59829,8ffcfc4409bc0d188dd2aab8e33e6ab8,2020-07-21T11:55:26.709Z,5aa2d583cb4f0f7020b17f5e
1461,346,789831.28,599410,190421.28,1910455.43,546004.4,1205199.83,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,203999,f740248817ae273dc2e49bc99c5e0bc1,2020-07-21T11:55:48.422Z,5aa2d583cb4f0f7020b17f63
1448,,,,,86565179.7,73888055.9,12258236.08,2020-07-21T00:00:00.000Z,,6401348,3f67ef7a9304073f838677db7eb93ed9,2020-07-21T11:55:26.629Z,5aa2d583cb4f0f7020b17f4c
1445,199,509173.67,461070.95,48102.72,8721045.16,441657.36,8028649.4,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1695298,a15b254fbf9f34c8760f563346bb0f77,2020-07-21T11:55:48.408Z,5aa2d583cb4f0f7020b17f49
1470,124,740552.45,390852.02,349700.43,,,,,2020-07-21T00:00:00.000Z,0,b1c8187e1eb5045b3c7ba768aa12b025,2020-07-21T11:55:48.440Z,5aa2d583cb4f0f7020b17f51
1455,2200,5431111.2,4371300.36,1059810.84,9335774.41,4245056.75,5200730.17,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,813465,1e923eca815bcf0bb5679f8cd8b11bc5,2020-07-21T11:55:48.424Z,5aa2d583cb4f0f7020b17f4e
1449,,,,,2603436.29,92330.13,2464159.91,2020-07-21T00:00:00.000Z,,0,1680ac7a2ac64a73ac9ef44afd9257eb,2020-07-21T11:55:26.627Z,5aa2d583cb4f0f7020b17f56
1480,,,,,3891329.31,432930.23,3452546.54,2020-07-21T00:00:00.000Z,,245527,eeedac6dc23c3bffa81435346ab96d5e,2020-07-21T11:55:26.693Z,5aa2d583cb4f0f7020b17f53
1474,3559,10877948.83,8093288.65,2784660.18,4833478.25,992958.11,3853581.36,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,842726,860d6a1d7861a2b2c27e82796edaa823,2020-07-21T11:55:48.436Z,5aa2d583cb4f0f7020b17f5b
1459,9408,18270709.28,7651000.29,10619708.99,5991973.09,559485.46,5471976.93,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,815503,6fe4992501d032b0370150ed5827b900,2020-07-21T11:55:48.417Z,5aa2d583cb4f0f7020b17f58
1446,20699,125463060.64,43407641.42,82055419.22,56986504.09,12598628,42212978.84,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,31049019,560fd727916e51b613dc8929c85531d9,2020-07-21T11:55:48.409Z,5aa2d583cb4f0f7020b17f60
1484,46108,74778371.61,36715451.25,38062920.36,10875976.79,1583993.66,9322353.13,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,4328378,f24bd89dfccfb442be1ca67834cf5d95,2020-07-21T11:55:48.450Z,5aa2d583cb4f0f7020b17f5d
1456,,,,,6239034.16,754985.05,5428511.09,2020-07-21T00:00:00.000Z,,72631,edcf25d3673a10cc8f6331f6feae9e3e,2020-07-21T11:55:26.635Z,5aa2d583cb4f0f7020b17f62
1471,1123,4108811.57,2808922.31,1299889.26,4993708.33,387792.63,4561494.65,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,279127,c8a280b5a63a4a85ee4057a711102aa5,2020-07-21T11:55:48.426Z,5aa2d583cb4f0f7020b17f65
1481,,,,,11748193.16,3671390.7,7769368.33,2020-07-21T00:00:00.000Z,,423256,6a002fe09ec9af9020cd66ac774246dc,2020-07-21T11:55:26.695Z,5aa2d583cb4f0f7020b17f67
1494,344,1459279.09,1015627.62,443651.47,2216218.88,1798695.81,362348.24,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,287623,f4b819bb16d913d417a1b87589c03258,2020-07-21T11:55:48.502Z,5aa2d583cb4f0f7020b17f68
1519,15716,19193921.3,13999401.04,5194520.26,10648040.68,1569652.38,9122880.76,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,2164906,06d366c62d44263918228ffbc9ee2cb4,2020-07-21T11:55:48.542Z,5aa2d583cb4f0f7020b17f6d
1499,700,2735259.91,1660130.53,1075129.38,9125551.24,1569833.28,6580370.83,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,507031,b0f857cc36b61b9c52ab70322a092c2f,2020-07-21T11:55:48.506Z,5aa2d583cb4f0f7020b17f69
1486,901,1792438.3,1551072.1,241366.2,23721241.42,1428016.65,21731225.98,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1453627,50d60c5f982ffc00d4b0ffe788c29d81,2020-07-21T11:55:48.453Z,5aa2d583cb4f0f7020b17f72
1524,573,1396915.31,1044648.29,352267.02,,,,,2020-07-21T00:00:00.000Z,16044,c50e9740ff739fcac9355a5d18d331bb,2020-07-21T11:55:48.546Z,5aa2d583cb4f0f7020b17f6e
1511,1768,8112928.87,6374506.02,1738422.85,13797356.33,859301.52,12678864.48,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,262977,8fd2e0d916e995a3c16c233d3aec6913,2020-07-21T11:55:48.533Z,5aa2d583cb4f0f7020b17f77
1491,29177,57048028.63,33948484.29,23099544.34,204913750.38,178024945.68,27447793.49,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,16387580,b414cba6a016c94f9a93456428f594d1,2020-07-21T11:55:48.497Z,5aa2d583cb4f0f7020b17f73
1536,507,1465037.44,1360295.78,104741.66,,,,,2020-07-21T00:00:00.000Z,155450,d75b7fe4df41d49496d574713573dd33,2020-07-21T11:55:48.556Z,5aa2d583cb4f0f7020b17f7c
1516,,,,,7053105.35,314401.38,6763407.63,2020-07-21T00:00:00.000Z,,409670,9cc9b45c91e4886d29048f761034ac18,2020-07-21T11:55:26.991Z,5aa2d583cb4f0f7020b17f78
1458,849,2242480.28,1213932.96,1028547.32,13709082.34,9032940.4,4639768.12,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,750602,dace9442de3d678d47bc7facb964d0be,2020-07-21T11:55:48.416Z,5aa2d583cb4f0f7020b17f81
1541,3980,13836392.68,9147550.58,4688842.1,6334210.46,1369348.37,4288055.7,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1559063,b9b9fc3d6dde68869367ad1b282adc10,2020-07-21T11:55:48.563Z,5aa2d583cb4f0f7020b17f7d
1483,,,,,868596.02,,886885.52,2020-07-21T00:00:00.000Z,,78581,fba7964125b82c7b1a0b88e5e44cf57b,2020-07-21T11:55:26.702Z,5aa2d583cb4f0f7020b17f86
1463,2423,8779157.72,4444964.35,4334193.37,19562866.28,7127084.88,12269180.76,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1697118,fcec8515477f6879fcc8c8b32e96255c,2020-07-21T11:55:48.427Z,5aa2d583cb4f0f7020b17f82
1508,,,,,2411749.43,133142.71,2278606.72,2020-07-21T00:00:00.000Z,,152917,96eec36f6b637deeeb869e0d884513f0,2020-07-21T11:55:26.975Z,5aa2d583cb4f0f7020b17f8b
1488,,,,,966610.05,47365.55,923052.27,2020-07-21T00:00:00.000Z,,71661,8346ac5d78dfaab91f65636115a54313,2020-07-21T11:55:26.708Z,5aa2d583cb4f0f7020b17f87
1505,3415,8134432.06,7834700.93,299731.13,47773159.64,6230771.35,40506647.12,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,2218157,3c0bc5909d7ac5ecbf649c814ff4ee14,2020-07-21T11:55:48.524Z,5aa2d583cb4f0f7020b17f90
1513,273,749315.3,493902.39,255412.91,1913550.92,800920.84,1123487.03,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,161341,1cfcf7c8347154a7b457df20c25bd1d4,2020-07-21T11:55:48.534Z,5aa2d583cb4f0f7020b17f8c
1530,4156,9640959.42,7850466.61,1790492.81,7337467.8,2462711.75,4594348.95,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1233644,afd3eff532d0e09c7023e34b525fc6ab,2020-07-21T11:55:48.551Z,5aa2d583cb4f0f7020b17f95
1510,,,,,10289394.05,6877869.17,3473033.53,2020-07-21T00:00:00.000Z,,795890,32bce895d91fc8c2749b0db5b9dd2544,2020-07-21T11:55:26.979Z,5aa2d583cb4f0f7020b17f91
1555,953,3439214.02,2499993.13,939220.89,,,,,2020-07-21T00:00:00.000Z,154339,af0ba02aff014d8fceaaef2f8f305f0a,2020-07-21T11:55:48.601Z,5aa2d583cb4f0f7020b17f9a
1457,,,,,15296905.63,13577163.25,1363858.63,2020-07-21T00:00:00.000Z,,203068,792c4ac848db6cc7065928bdcb574447,2020-07-21T11:55:26.636Z,5aa2d583cb4f0f7020b17f9f
1504,,,,,1225379.55,329528.86,828091.03,2020-07-21T00:00:00.000Z,,57338,eef2608511b585eb8924059cad65eca1,2020-07-21T11:55:26.739Z,5aa2d583cb4f0f7020b17f6a
1482,19150,20592021.41,5813443.59,14778577.82,35430275.15,13078927.79,22317471.37,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,2920980,75e87fa94bc38c890fe99cd707ad81f3,2020-07-21T11:55:48.449Z,5aa2d583cb4f0f7020b17fa4
1529,,,,,21025562.11,15648947.84,5258243.16,2020-07-21T00:00:00.000Z,,895918,548c6397aded3befdbbe7944861e43fb,2020-07-21T11:55:27.020Z,5aa2d583cb4f0f7020b17f6f
1509,,,,,16188809.94,9068111.07,6869111.28,2020-07-21T00:00:00.000Z,,980174,b8a606b8bb6ce8db8af8bdcabb9fe8be,2020-07-21T11:55:26.977Z,5aa2d583cb4f0f7020b17f6b
1496,,,,,1492914.01,575889.64,918931.86,2020-07-21T00:00:00.000Z,,0,f5e83bbbcbbfdaf4e8980de8519ffe87,2020-07-21T11:55:26.716Z,5aa2d583cb4f0f7020b17f74
1534,,,,,18467868.44,692710.15,16073397.04,2020-07-21T00:00:00.000Z,,711134,8eaa5b8e43496451f0ae7874a9cca875,2020-07-21T11:55:27.018Z,5aa2d583cb4f0f7020b17f70
1521,4176,5900558.36,3293656.58,2606901.78,,,,,2020-07-21T00:00:00.000Z,0,e9cb24fa0ac3611aeea597b551c35ed0,2020-07-21T11:55:48.543Z,5aa2d583cb4f0f7020b17f79
